Location,Filename,Year,Month,Day,Hour,AQI,PM2.5,PM10,O3,CO,SO2,NO2,AQI_Class
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-08-08.30-1-111.jpg,2023,2,8,8:30,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-54.jpg,2023,2,2,12:00,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-2-48.jpg,2023,2,2,12:00,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
Bengaluru,BENGR_UHFSG_2023-02-15-14.30-1-47.jpg,2023,2,15,14:30,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_Mod_2023-03-21-15.00-2.jpg,2023,3,21,15:00,92,27.0,72.0,81.0,9.0,9.0,20.0,b_Moderate
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-256.jpg,2023,2,16,14:30,245,337.0,272.0,85.0,60.0,28.0,108.0,e_Very_Unhealthy
Mumbai,MH_UnFSG_2023-02-17-13.00-2-43.jpg,2023,2,17,13:00,140,56.0,113.0,61.0,,,,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-49.jpg,2023,3,1,8:30,199,35.0,345.0,2.0,42.0,22.0,25.0,d_Unhealthy
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-4-65.jpg,2023,2,13,9:30,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-161.jpg,2023,2,4,17:00,281,174.0,132.0,97.0,24.0,19.0,71.0,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_SEV_2023-02-20-08.30-1-23.jpg,2023,2,20,8:30,331,356.0,248.0,2.0,109.0,11.0,83.0,f_Severe
Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-30.jpg,2023,2,9,8:30,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-5081.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-3-23.jpg,2023,2,3,10:00,163,68.92,98.72,51.38,0.58,2.91,2.69,d_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-2.jpg,2023,2,16,14:30,245,337.0,272.0,85.0,60.0,28.0,108.0,e_Very_Unhealthy
Tamil Nadu,TN_Good_2023-02-22-09.30-2-156.jpg,2023,2,22,9:30,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
Bengaluru,BENGR_Mod_2023-03-04-08.30-1-76.jpg,2023,3,4,8:30,71,34.0,63.0,24.0,172.0,2.0,16.0,b_Moderate
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-496.jpg,2023,2,20,14:00,363,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-3-21.jpg,2023,2,14,14:30,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
"Dimapur, Nagaland",Dimapur_MOD_2023-02-10-08.30-2-62.jpg,2023,2,10,8:30,63,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-3-63.jpg,2023,2,16,14:00,268,401.0,325.0,73.0,88.0,16.0,,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-3-6.jpg,2023,2,14,14:30,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-46.jpg,2023,3,6,8:30,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-17.jpg,2023,2,9,8:30,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_UnH_2023-02-15-11.30-2-3.jpg,2023,2,15,11:30,179,287.0,180.0,42.0,52.0,20.0,66.0,d_Unhealthy
"Dimapur, Nagaland",Dimapur_MOD_2023-02-10-08.30-2-29.jpg,2023,2,10,8:30,63,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-95.jpg,2023,2,16,14:30,245,337.0,272.0,85.0,60.0,28.0,108.0,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-1-64.jpg,2023,3,16,12:30,154,65.89,95.23,78.31,0.36,3.5,1.03,d_Unhealthy
Mumbai,MH_UN_2023-03-16-11.00-1-197.jpg,2023,3,16,11:00,159,231.0,147.0,44.0,30.0,10.0,33.0,d_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-41.jpg,2023,2,16,17:00,293,370.0,407.0,77.0,112.0,9.0,109.0,e_Very_Unhealthy
Tamil Nadu,TN_UnFSG_2023-03-03-09.00-2-271.jpg,2023,3,3,9:00,121,70.0,113.0,21.0,409.0,20.0,18.0,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DL_VUNH_2023-02-04-17.00-1-31.jpg,2023,2,4,17:00,281,174.0,132.0,97.0,24.0,19.0,71.0,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-80.jpg,2023,2,16,14:30,245,337.0,272.0,85.0,60.0,28.0,108.0,e_Very_Unhealthy
Bengaluru,BENGR_Mod_2023-03-01-08.30-1-181.jpg,2023,3,1,8:30,70,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate
Mumbai,MH_UH_2023-02-18-11.00-1-31.jpg,2023,2,18,11:00,151,277.0,166.0,41.0,24.0,,,d_Unhealthy
Mumbai,MH_UnFSG_2023-03-10-16.00-1-226.jpg,2023,3,10,16:00,141,72.0,108.0,,,,63.0,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UH_2023-02-02- 09.30-1-21.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-2217.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
Mumbai,MH_UH_2023-02-03- 09.30-1-15.jpg,2023,2,3,9:30,162,132.0,185.0,14.0,77.0,10.0,1.0,d_Unhealthy
Mumbai,MH_Good_2023-03-23-17.00-1-211.jpg,2023,3,23,17:00,47,14.0,41.0,35.0,6.0,5.0,7.0,a_Good
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-87.jpg,2023,2,16,14:30,245,337.0,272.0,85.0,60.0,28.0,108.0,e_Very_Unhealthy
Tamil Nadu,TN_Good_2023-02-20-16.30-1-211.jpg,2023,2,20,16:30,43,22.0,40.0,33.0,226.0,33.0,6.0,a_Good
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-373.jpg,2023,3,2,9:00,223,301.0,232.0,7.0,174.0,22.0,82.0,e_Very_Unhealthy
Mumbai,MH_UN_2023-03-13-10.00-1-22.jpg,2023,3,13,10:00,197,114.0,108.0,,,,64.0,d_Unhealthy
Tamil Nadu,TN_Good_2023-03-21-08.30-1-78.jpg,2023,3,21,8:30,27,13.0,27.0,24.0,300.0,35.0,8.0,a_Good
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-2-35.jpg,2023,2,2,15:00,156,63.33,90.8,63.2,0.46,4.05,2.98,d_Unhealthy
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-1-2.jpg,2023,2,13,9:30,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-3-41.jpg,2023,2,20,14:00,363,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe
"Knowledge park, Greater Noida",UP_UHFSG_2023-03-06-11.30-1-565.jpg,2023,3,6,11:30,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-7.jpg,2023,3,1,8:30,199,35.0,345.0,2.0,42.0,22.0,25.0,d_Unhealthy
Tamil Nadu,TN_UnFSG_2023-03-03-09.00-1-66.jpg,2023,3,3,9:00,121,70.0,113.0,21.0,409.0,20.0,18.0,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-2-1.jpg,2023,2,3,10:00,163,68.92,98.72,51.38,0.58,2.91,2.69,d_Unhealthy
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-61.jpg,2023,2,3,16:00,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_VUN_2023-02-22-09.00-6.jpg,2023,2,22,9:00,232,350.0,281.0,2.0,122.0,17.0,61.0,e_Very_Unhealthy
Bengaluru,BENGR_Mod_2023-02-25-08.30-1-191.jpg,2023,2,25,8:30,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
Bengaluru,BENGR_UHFSG_2023-02-15-14.30-1-12.jpg,2023,2,15,14:30,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Good_2023-02-26-08.30-1-161.jpg,2023,2,26,8:30,48,24.0,47.0,17.0,210.0,13.0,14.0,a_Good
"Knowledge park, Greater Noida",UP_UHFSG_2023-03-06-11.30-1-73.jpg,2023,3,6,11:30,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_UnFSG_2023-03-02-08.30-1-206.jpg,2023,3,2,8:30,119,69.0,106.0,8.0,358.0,22.0,26.0,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-501.jpg,2023,3,6,8:30,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
Bengaluru,BENGR_UnFSG_2023-03-08-08.30-1-61.jpg,2023,3,8,8:30,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-513.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
Mumbai,MH_VUN_2023-02-24-15.00-1-26.jpg,2023,2,24,15:00,202,167.0,194.0,120.0,36.0,,91.0,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-1-5.jpg,2023,2,16,14:00,268,401.0,325.0,73.0,88.0,16.0,,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-2-33.jpg,2023,2,2,12:00,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-39.jpg,2023,2,16,17:00,293,370.0,407.0,77.0,112.0,9.0,109.0,e_Very_Unhealthy
Mumbai,MH_UnFSG_2023-02-17-13.00-2-73.jpg,2023,2,17,13:00,140,56.0,113.0,61.0,,,,c_Unhealthy_for_Sensitive_Groups
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-761.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-52.jpg,2023,2,4,17:00,281,174.0,132.0,97.0,24.0,19.0,71.0,e_Very_Unhealthy
Mumbai,MH_UnFSG_2023-02-17-13.00-2-15.jpg,2023,2,17,13:00,140,56.0,113.0,61.0,,,,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_Good_2023-02-22-09.30-3-106.jpg,2023,2,22,9:30,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
Tamil Nadu,TN_UnFSG_2023-03-09-09.00-1-26.jpg,2023,3,9,9:00,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UH_2023-02-10-14.30-1-47.jpg,2023,2,10,14:30,160,180.0,181.0,97.0,24.0,,106.0,d_Unhealthy
Mumbai,MH_Good_2023-03-23-17.00-1-505.jpg,2023,3,23,17:00,47,14.0,41.0,35.0,6.0,5.0,7.0,a_Good
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-1-2.jpg,2023,2,17,13:00,372,348.0,199.0,25.0,67.0,10.0,107.0,f_Severe
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-1-696.jpg,2023,2,20,14:00,363,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe
Mumbai,MH_UH_2023-02-02- 09.30-1-83.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
Tamil Nadu,TN_Good_2023-02-20-16.30-2-26.jpg,2023,2,20,16:30,43,22.0,40.0,33.0,226.0,33.0,6.0,a_Good
Mumbai,MH_UN_2023-03-16-11.00-1-71.jpg,2023,3,16,11:00,159,231.0,147.0,44.0,30.0,10.0,33.0,d_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-07-14.00-2-22.jpg,2023,2,7,14:00,449,337.0,198.0,23.0,24.0,13.0,57.0,f_Severe
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-86.jpg,2023,2,16,17:00,293,370.0,407.0,77.0,112.0,9.0,109.0,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-68.jpg,2023,2,16,17:00,293,370.0,407.0,77.0,112.0,9.0,109.0,e_Very_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-31.jpg,2023,2,20,14:00,363,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe
Mumbai,MH_UH_2023-02-10-14.30-1-75.jpg,2023,2,10,14:30,160,180.0,181.0,97.0,24.0,,106.0,d_Unhealthy
Mumbai,MH_Good_2023-03-23-17.00-1-491.jpg,2023,3,23,17:00,47,14.0,41.0,35.0,6.0,5.0,7.0,a_Good
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-4-85.jpg,2023,3,16,12:30,154,65.89,95.23,78.31,0.36,3.5,1.03,d_Unhealthy
Mumbai,MH_Mod_2023-03-21-15.00-6.jpg,2023,3,21,15:00,92,27.0,72.0,81.0,9.0,9.0,20.0,b_Moderate
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-3-50.jpg,2023,2,2,15:00,156,63.33,90.8,63.2,0.46,4.05,2.98,d_Unhealthy
"Biratnagar, Nepal",BRI_Un_2023-02-02-1700-2.jpg,2023,2,2,17:00,156,67.06,95.93,52.38,0.52,3.35,6.49,d_Unhealthy
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-11.00-1-37.jpg,2023,2,18,11:00,320,409.0,352.0,2.0,94.0,22.0,105.0,f_Severe
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-1-295.jpg,2023,3,16,12:30,154,65.89,95.23,78.31,0.36,3.5,1.03,d_Unhealthy
Mumbai,MH_UH_2023-02-10-14.30-1-95.jpg,2023,2,10,14:30,160,180.0,181.0,97.0,24.0,,106.0,d_Unhealthy
Mumbai,MH_UnFSG_2023-03-08-11.00-1-16.jpg,2023,3,8,11:00,124,287.0,177.0,,,,85.0,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-437.jpg,2023,3,1,8:30,199,35.0,345.0,2.0,42.0,22.0,25.0,d_Unhealthy
"ITO, Delhi",DL_VUNH_2023-02-04-17.00-1-35.jpg,2023,2,4,17:00,281,174.0,132.0,97.0,24.0,19.0,71.0,e_Very_Unhealthy
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-346.jpg,2023,3,9,8:30,51,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-08-08.30-1-85.jpg,2023,2,8,8:30,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_UHFSG_2023-03-06-11.30-1-189.jpg,2023,3,6,11:30,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UnFSG_2023-02-23-11.00-1-206.jpg,2023,2,23,11:00,130,319.0,201.0,54.0,76.0,,169.0,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-02-25-08.30-1-141.jpg,2023,2,25,8:30,73,29.0,64.0,23.0,189.0,7.0,16.0,b_Moderate
"Biratnagar, Nepal",BRI_UFSG_2023-02-03- 15.00-12.jpg,2023,2,3,15:00,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UH_2023-02-03- 09.30-1-23.jpg,2023,2,3,9:30,162,132.0,185.0,14.0,77.0,10.0,1.0,d_Unhealthy
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-1-99.jpg,2023,3,16,12:30,154,65.89,95.23,78.31,0.36,3.5,1.03,d_Unhealthy
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-2993.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
Bengaluru,BENGR_Mod_2023-02-23-08.30-1-6.jpg,2023,2,23,8:30,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
Mumbai,MH_UH_2023-02-11-03.30-1-7.jpg,2023,2,11,15:30,154,66.2,93.75,91.0,20.0,,98.0,d_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-421.jpg,2023,2,20,14:00,363,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe
"ITO, Delhi",DEL_UnH_2023-02-15-11.30-1-8.jpg,2023,2,15,11:30,179,287.0,180.0,42.0,52.0,20.0,66.0,d_Unhealthy
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-4-267.jpg,2023,3,16,12:30,154,65.89,95.23,78.31,0.36,3.5,1.03,d_Unhealthy
Mumbai,MH_Mod_2023-03-21-15.00-1-421.jpg,2023,3,21,15:00,92,27.0,72.0,81.0,9.0,9.0,20.0,b_Moderate
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-33.jpg,2023,2,4,17:00,281,174.0,132.0,97.0,24.0,19.0,71.0,e_Very_Unhealthy
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-116.jpg,2023,3,6,8:30,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
Mumbai,MH_UH_2023-02-10-14.30-1-63.jpg,2023,2,10,14:30,160,180.0,181.0,97.0,24.0,,106.0,d_Unhealthy
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-4097.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-416.jpg,2023,3,6,8:30,68,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-46.jpg,2023,2,4,17:00,281,174.0,132.0,97.0,24.0,19.0,71.0,e_Very_Unhealthy
Tamil Nadu,TN_UnFSG_2023-03-01-08.30-1-111.jpg,2023,3,1,8:30,111,60.0,98.0,19.0,333.0,15.0,17.0,c_Unhealthy_for_Sensitive_Groups
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-1345.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
Mumbai,MH_UH_2023-02-19-12.00-1-53.jpg,2023,2,19,12:00,160,308.0,187.0,72.0,,,,d_Unhealthy
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-14.30-1-78.jpg,2023,2,18,14:30,331,292.0,182.0,2.0,7.0,31.0,20.0,f_Severe
Bengaluru,BENGR_Good_2023-02-26-08.30-1-126.jpg,2023,2,26,8:30,48,24.0,47.0,17.0,210.0,13.0,14.0,a_Good
Mumbai,MH_UN_2023-03-15-15.00-1-400.jpg,2023,3,15,15:00,162,193.0,466.0,225.0,39.0,8.0,61.0,d_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-29.jpg,2023,2,16,17:00,293,370.0,407.0,77.0,112.0,9.0,109.0,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_VUN_2023-02-27-10.30-1-129.jpg,2023,2,27,10:30,299,329.0,299.0,2.0,20.0,48.0,27.0,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-3-19.jpg,2023,2,16,14:00,268,401.0,325.0,73.0,88.0,16.0,,e_Very_Unhealthy
Tamil Nadu,TN_Good_2023-02-20-08.30-1-38.jpg,2023,2,20,8:30,37,37.0,28.0,22.0,1.0,22.0,5.0,a_Good
Tamil Nadu,TN_Good_2023-03-21-08.30-2-281.jpg,2023,3,21,8:30,27,13.0,27.0,24.0,300.0,35.0,8.0,a_Good
Mumbai,MH_UH_2023-02-02- 09.30-1-88.jpg,2023,2,2,9:30,182,115.8,188.5,25.3,,,9.5,d_Unhealthy
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-5121.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-24-08.30-1-33.jpg,2023,2,24,8:30,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_VUN_2023-02-27-10.30-1-9.jpg,2023,2,27,10:30,299,329.0,299.0,2.0,20.0,48.0,27.0,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-35.jpg,2023,2,2,12:00,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
Mumbai,MH_Good_2023-03-23-17.00-1-141.jpg,2023,3,23,17:00,47,14.0,41.0,35.0,6.0,5.0,7.0,a_Good
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-2-44.jpg,2023,2,14,14:30,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_Good_2023-03-23-17.00-1-365.jpg,2023,3,23,17:00,47,14.0,41.0,35.0,6.0,5.0,7.0,a_Good
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-5105.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
Mumbai,MH_UnFSG_2023-02-23-11.00-1-56.jpg,2023,2,23,11:00,130,319.0,201.0,54.0,76.0,,169.0,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-146.jpg,2023,2,16,14:30,245,337.0,272.0,85.0,60.0,28.0,108.0,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-1-36.jpg,2023,2,14,14:30,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Good_2023-02-28-08.30-1-16.jpg,2023,2,28,8:30,37,19.0,37.0,18.0,272.0,11.0,21.0,a_Good
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-13.jpg,2023,2,4,17:00,281,174.0,132.0,97.0,24.0,19.0,71.0,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_UN_2023-02-21-08.30-1.jpg,2023,2,21,8:30,189,190.0,132.0,2.0,18.0,16.0,32.0,d_Unhealthy
Bengaluru,BENGR_Mod_2023-02-23-08.30-1-501.jpg,2023,2,23,8:30,97,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate
Tamil Nadu,TN_UHFSG_2023-02-10-08.30-1-3.jpg,2023,2,10,8:30,105,55.0,86.0,21.0,8.0,14.0,3.0,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-02-24-08.30-1-286.jpg,2023,2,24,8:30,68,32.0,61.0,26.0,228.0,5.0,21.0,b_Moderate
Tamil Nadu,TN_Good_2023-03-21-08.30-2-137.jpg,2023,3,21,8:30,27,13.0,27.0,24.0,300.0,35.0,8.0,a_Good
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-4-57.jpg,2023,2,13,9:30,91,30.27,44.12,42.15,0.3,4.1,2.57,b_Moderate
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-3-52.jpg,2023,2,14,14:30,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_SEV_2023-02-07-14.00-1-52.jpg,2023,2,7,14:00,449,337.0,198.0,23.0,24.0,13.0,57.0,f_Severe
Tamil Nadu,TN_UN_2023-03-06-09.00-2-6.jpg,2023,3,6,9:00,161,111.0,169.0,19.0,398.0,24.0,18.0,d_Unhealthy
Mumbai,MH_UH_2023-02-11-03.30-1-38.jpg,2023,2,11,15:30,154,66.2,93.75,91.0,20.0,,98.0,d_Unhealthy
Tamil Nadu,TN_Good_2023-02-23-08.30-2-231.jpg,2023,2,23,8:30,43,21.0,36.0,10.0,410.0,15.0,13.0,a_Good
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-1-84.jpg,2023,2,17,13:00,372,348.0,199.0,25.0,67.0,10.0,107.0,f_Severe
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-214.jpg,2023,2,16,14:30,245,337.0,272.0,85.0,60.0,28.0,108.0,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-14.jpg,2023,2,16,17:00,293,370.0,407.0,77.0,112.0,9.0,109.0,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-1-18.jpg,2023,2,14,14:30,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_UnFSG_2023-03-08-08.30-1-186.jpg,2023,3,8,8:30,121,71.0,111.0,10.0,407.0,20.0,22.0,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_Good_2023-02-20-16.30-2-186.jpg,2023,2,20,16:30,43,22.0,40.0,33.0,226.0,33.0,6.0,a_Good
"Biratnagar, Nepal",BRI_Un_2023-02-02- 12.00-5.jpg,2023,2,2,12:00,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-2.jpg,2023,2,3,16:00,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-2-10.jpg,2023,2,3,10:00,163,68.92,98.72,51.38,0.58,2.91,2.69,d_Unhealthy
Tamil Nadu,TN_Good_2023-02-21-08.30-1-56.jpg,2023,2,21,8:30,29,29.0,21.0,5.0,301.0,30.0,7.0,a_Good
Bengaluru,BENGR_Good_2023-03-25-08.30-1-7.jpg,2023,3,25,8:30,32,13.0,32.0,31.0,219.0,10.0,20.0,a_Good
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-4633.jpg,2022,10,2,10:00,230,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy
